1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
1,2,2,4
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,1
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,1
2,4,3,2
2,4,3,2
2,4,3,2
